mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.25983548164367676,0.016358109339942736,0.005383205413818359,0.0010182154447417075,gini,3,500,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 500, 'n_estimators': 50}",0.78125,0.71875,0.75,0.7265625,0.6796875,0.73125,0.03372973928894203,193
0.4862978458404541,0.017561308882512637,0.007376289367675782,0.002324676822747466,gini,3,500,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 500, 'n_estimators': 100}",0.765625,0.7265625,0.7265625,0.7265625,0.7734375,0.74375,0.021194781197266463,142
0.9292677879333496,0.02031874108356124,0.009965991973876953,0.0018900671232275378,gini,3,500,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 500, 'n_estimators': 200}",0.8359375,0.75,0.7734375,0.7421875,0.75,0.7703125,0.03444594950788844,62
0.42365341186523436,0.048887074844814006,0.006172561645507812,0.001029748590761955,gini,3,1000,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1000, 'n_estimators': 50}",0.734375,0.7109375,0.734375,0.78125,0.75,0.7421875,0.023175620272173948,154
0.8155398368835449,0.08848336544843581,0.007376766204833985,0.0017367992899763886,gini,3,1000,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1000, 'n_estimators': 100}",0.765625,0.7109375,0.7265625,0.734375,0.7421875,0.7359375,0.01808724516060973,180
1.514563226699829,0.045413131110956434,0.009766912460327149,0.001930403623280931,gini,3,1000,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1000, 'n_estimators': 200}",0.8203125,0.71875,0.7265625,0.7109375,0.7265625,0.740625,0.04026280852101602,163
0.6751931190490723,0.029572737893027036,0.0053825855255126955,0.000797129853985874,gini,3,2000,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 2000, 'n_estimators': 50}",0.71875,0.71875,0.6953125,0.6953125,0.7265625,0.7109375,0.01307281291459493,261
1.3377524852752685,0.03216948804965834,0.006776094436645508,0.0013243585989912302,gini,3,2000,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 2000, 'n_estimators': 100}",0.734375,0.7421875,0.7109375,0.78125,0.7421875,0.7421875,0.022642776165921,154
2.6399989128112793,0.10578764711555325,0.00996713638305664,0.0020890556079175846,gini,3,2000,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 2000, 'n_estimators': 200}",0.7578125,0.7109375,0.6953125,0.7578125,0.7421875,0.7328125,0.025387620014487376,187
0.9575769424438476,0.04839743483701708,0.005382061004638672,0.0013536691562768754,gini,3,3000,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3000, 'n_estimators': 50}",0.71875,0.7109375,0.640625,0.6484375,0.6875,0.68125,0.031792171795899694,296
1.8954459190368653,0.0933308155225721,0.007099676132202149,0.001049385517320923,gini,3,3000,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3000, 'n_estimators': 100}",0.71875,0.703125,0.6796875,0.7109375,0.6875,0.7,0.014490028899212037,276
3.93528151512146,0.1710350759245667,0.013954639434814453,0.0047579827458381465,gini,3,3000,200,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 3000, 'n_estimators': 200}",0.7265625,0.71875,0.6953125,0.7265625,0.6953125,0.7125,0.014320549046736998,256
